manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,orientation,notes
Novation,Circuit,Envelope,env 2 release,sysex patch address: 78,,,,,0,4,0,127,0-based,
Novation,Circuit,Envelope,env 3 delay,sysex patch address: 79,,,,,0,14,0,127,0-based,
Novation,Circuit,Envelope,env 3 attack,sysex patch address: 80,,,,,0,15,0,127,0-based,
Novation,Circuit,Envelope,env 3 decay,sysex patch address: 81,,,,,0,16,0,127,0-based,
Novation,Circuit,Envelope,env 3 sustain,sysex patch address: 82,,,,,0,17,0,127,0-based,
Novation,Circuit,Envelope,env 3 release,sysex patch address: 83,,,,,0,18,0,127,0-based,
Novation,Circuit,LFO,lfo 1 waveform,sysex patch address: 84,,,,,0,70,0,37,0-based,0: sine; 1: triangle; 2: sawtooth; 3: square; 4: random S/H; 5: time S/H; 6: piano envelope; 7: sequence 1; 8: sequence 2; 9: sequence 3; 10: sequence 4; 11: sequence 5; 12: sequence 6; 13: sequence 7; 14: alternative 1; 15: alternative 2; 16: alternative 3; 17: alternative 4; 18: alternative 5; 19: alternative 6; 20: alternative 7; 21: alternative 8; 22: chromatic; 23: chromatic 16; 24: major; 25: major 7; 26: minor 7; 27: min arp 1; 28: min arp 2; 29: diminished; 30: dec minor; 31: minor 3rd; 32: pedal; 33: 4ths; 34: 4ths x12; 35: 1625 maj; 36: 1625 min; 37: 2511
Novation,Circuit,LFO,lfo 1 phase offset,sysex patch address: 85,,,,,0,71,0,119,0-based,(0° - 357°) in steps of 3°
Novation,Circuit,LFO,lfo 1 slew rate,sysex patch address: 86,,,,,0,72,0,127,0-based,
Novation,Circuit,LFO,lfo 1 delay,sysex patch address: 87,,,,,0,74,0,127,0-based,
Novation,Circuit,LFO,lfo 1 delay sync,sysex patch address: 88,,,,,0,75,0,35,0-based,
Novation,Circuit,LFO,lfo 1 rate,sysex patch address: 89,,,,,0,76,0,127,0-based,
Novation,Circuit,LFO,lfo 1 rate sync,sysex patch address: 90,,,,,0,77,0,35,0-based,
Novation,Circuit,LFO,lfo 1 one shot,sysex patch address: 91,,,,,0,122,12,13,0-based,12: OFF; 13: ON
Novation,Circuit,LFO,lfo 1 key sync,sysex patch address: 91,,,,,0,122,14,15,0-based,14: OFF; 15: ON
Novation,Circuit,LFO,lfo 1 common sync,sysex patch address: 91,,,,,0,122,16,17,0-based,16: OFF; 17: ON
Novation,Circuit,LFO,lfo 1 delay trigger,sysex patch address: 91,,,,,0,122,18,19,0-based,18: OFF; 19: ON
Novation,Circuit,LFO,lfo 1 fade mode,sysex patch address: 91,,,,,0,123,0,3,0-based,0: Fade In; 1: Fade Out; 2: Gate In; 3: Gate Out
Novation,Circuit,LFO,lfo 2 waveform,sysex patch address: 92,,,,,0,79,0,37,0-based,0: sine; 1: triangle; 2: sawtooth; 3: square; 4: random S/H; 5: time S/H; 6: piano envelope; 7: sequence 1; 8: sequence 2; 9: sequence 3; 10: sequence 4; 11: sequence 5; 12: sequence 6; 13: sequence 7; 14: alternative 1; 15: alternative 2; 16: alternative 3; 17: alternative 4; 18: alternative 5; 19: alternative 6; 20: alternative 7; 21: alternative 8; 22: chromatic; 23: chromatic 16; 24: major; 25: major 7; 26: minor 7; 27: min arp 1; 28: min arp 2; 29: diminished; 30: dec minor; 31: minor 3rd; 32: pedal; 33: 4ths; 34: 4ths x12; 35: 1625 maj; 36: 1625 min; 37: 2511
Novation,Circuit,LFO,lfo 2 phase offset,sysex patch address: 93,,,,,0,80,0,119,0-based,(0° - 357°) in steps of 3°
Novation,Circuit,LFO,lfo 2 slew rate,sysex patch address: 94,,,,,0,81,0,127,0-based,
Novation,Circuit,LFO,lfo 2 delay,sysex patch address: 95,,,,,0,83,0,127,0-based,
Novation,Circuit,LFO,lfo 2 delay sync,sysex patch address: 96,,,,,0,84,0,35,0-based,
Novation,Circuit,LFO,lfo 2 rate,sysex patch address: 97,,,,,0,85,0,127,0-based,
Novation,Circuit,LFO,lfo 2 rate sync,sysex patch address: 98,,,,,0,86,0,35,0-based,
Novation,Circuit,LFO,lfo 2 one shot,sysex patch address: 99,,,,,0,122,22,23,0-based,22: OFF; 23: ON
Novation,Circuit,LFO,lfo 2 key sync,sysex patch address: 99,,,,,0,122,24,25,0-based,24: OFF; 25: ON
Novation,Circuit,LFO,lfo 2 common sync,sysex patch address: 99,,,,,0,122,26,27,0-based,26: OFF; 27: ON
Novation,Circuit,LFO,lfo 2 delay trigger,sysex patch address: 99,,,,,0,122,28,29,0-based,28: OFF; 29: ON
Novation,Circuit,LFO,lfo 2 fade mode,sysex patch address: 99,,,,,0,123,4,7,0-based,4: Fade In; 5: Fade Out; 6: Gate In; 7: Gate Out
Novation,Circuit,Effects and EQ,distortion level,sysex patch address: 100,91,,0,127,,,,,0-based,
Novation,Circuit,Effects and EQ,chorus level,sysex patch address: 102,93,,0,127,,,,,0-based,
Novation,Circuit,Effects and EQ,EQ bass frequency,sysex patch address: 105,,,,,0,104,0,127,0-based,
Novation,Circuit,Effects and EQ,EQ bass level,sysex patch address: 106,,,,,0,105,0,127,Centered,
Novation,Circuit,Effects and EQ,EQ mid frequency,sysex patch address: 107,,,,,0,106,0,127,0-based,
Novation,Circuit,Effects and EQ,EQ mid level,sysex patch address: 108,,,,,0,107,0,127,Centered,
Novation,Circuit,Effects and EQ,EQ treble frequency,sysex patch address: 109,,,,,0,108,0,127,0-based,
Novation,Circuit,Effects and EQ,EQ treble level,sysex patch address: 110,,,,,0,109,0,127,Centered,
Novation,Circuit,Effects and EQ,distortion type,sysex patch address: 116,,,,,1,0,0,6,0-based,0: diode; 1: valve; 2: clipper; 3: cross-over; 4: rectify; 5: bit reducer; 6: rate reducer
Novation,Circuit,Effects and EQ,distortion compensation,sysex patch address: 117,,,,,1,1,0,127,0-based,
Novation,Circuit,Effects and EQ,chorus type,sysex patch address: 118,,,,,1,24,0,1,0-based,0: Phaser; 1: Chorus
Novation,Circuit,Effects and EQ,chorus rate,sysex patch address: 119,,,,,1,25,0,127,0-based,
Novation,Circuit,Effects and EQ,chorus rate sync,sysex patch address: 120,,,,,1,26,0,35,0-based,
Novation,Circuit,Effects and EQ,chorus feedback,sysex patch address: 121,,,,,1,27,0,127,Centered,
Novation,Circuit,Effects and EQ,chorus mod depth,sysex patch address: 122,,,,,1,28,0,127,0-based,
Novation,Circuit,Effects and EQ,chorus delay,sysex patch address: 123,,,,,1,29,0,127,0-based,
Novation,Circuit,Mod Matrix,mod matrix 1 source 1,sysex patch address: 124,,,,,1,83,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 1 source 2,sysex patch address: 125,,,,,1,84,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 1 depth,sysex patch address: 126,,,,,1,86,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 1 destination,sysex patch address: 127,,,,,1,87,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 2 source 1,sysex patch address: 128,,,,,1,88,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 2 source 2,sysex patch address: 129,,,,,1,89,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 2 depth,sysex patch address: 130,,,,,1,91,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 2 destination,sysex patch address: 131,,,,,1,92,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 3 source 1,sysex patch address: 132,,,,,1,93,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 3 source 2,sysex patch address: 133,,,,,1,94,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 3 depth,sysex patch address: 134,,,,,1,96,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 3 destination,sysex patch address: 135,,,,,1,97,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 4 source 1,sysex patch address: 136,,,,,1,98,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 4 source 2,sysex patch address: 137,,,,,1,99,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 4 depth,sysex patch address: 138,,,,,1,101,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 4 destination,sysex patch address: 139,,,,,1,102,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 5 source 1,sysex patch address: 140,,,,,1,103,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 5 source 2,sysex patch address: 141,,,,,1,104,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 5 depth,sysex patch address: 142,,,,,1,106,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 5 destination,sysex patch address: 143,,,,,1,107,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 6 source 1,sysex patch address: 144,,,,,1,108,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 6 source 2,sysex patch address: 145,,,,,1,109,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 6 depth,sysex patch address: 146,,,,,1,111,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 6 destination,sysex patch address: 147,,,,,1,112,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 7 source 1,sysex patch address: 148,,,,,1,113,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 7 source 2,sysex patch address: 149,,,,,1,114,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 7 depth,sysex patch address: 150,,,,,1,116,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 7 destination,sysex patch address: 151,,,,,1,117,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 8 source 1,sysex patch address: 152,,,,,1,118,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 8 source 2,sysex patch address: 153,,,,,1,119,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 8 depth,sysex patch address: 154,,,,,1,121,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 8 destination,sysex patch address: 155,,,,,1,122,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 9 source 1,sysex patch address: 156,,,,,1,123,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 9 source 2,sysex patch address: 157,,,,,1,124,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 9 depth,sysex patch address: 158,,,,,1,126,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 9 destination,sysex patch address: 159,,,,,1,127,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 10 source 1,sysex patch address: 160,,,,,2,0,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 10 source 2,sysex patch address: 161,,,,,2,1,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 10 depth,sysex patch address: 162,,,,,2,3,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 10 destination,sysex patch address: 163,,,,,2,4,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 11 source 1,sysex patch address: 164,,,,,2,5,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 11 source 2,sysex patch address: 165,,,,,2,6,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 11 depth,sysex patch address: 166,,,,,2,8,0,127,Centered,
Novation,Circuit,Mod Matrix,mod matrix 11 destination,sysex patch address: 167,,,,,2,9,0,17,0-based,0: osc 1 & 2 pitch; 1: osc 1 pitch; 2: osc 2 pitch; 3: osc 1 v-sync; 4: osc 2 v-sync; 5: osc 1 pulse width / index; 6: osc 2 pulse width / index; 7: osc 1 level; 8: osc 2 level; 9: noise level; 10: ring modulation 1*2 level; 11: filter drive amount; 12: filter frequency; 13: filter resonance; 14: LFO 1 rate; 15: LFO 2 rate; 16: amp envelope decay; 17: filter envelope decay
Novation,Circuit,Mod Matrix,mod matrix 12 source 1,sysex patch address: 168,,,,,2,10,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
Novation,Circuit,Mod Matrix,mod matrix 12 source 2,sysex patch address: 169,,,,,2,11,0,12,0-based,0: direct; 1: modulation wheel; 2: after touch; 3: expression; 4: velocity; 5: keyboard; 6: LFO 1 +; 7: LFO 1 +/-; 8: LFO 2 +; 9: LFO 2 +/-; 10: env amp; 11: env filter; 12: env 3
